-BILLS-,-TICKETS-,-SHOPPING-,-PRESENTS-,-FUN-,-TRAVELS-,-HOUSE-,-CAR-,-INCOMES-
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
